variable,dataset,usable,type,encoding_method,n_unique,n_missing,n_total,sample_values,notes
HAX6SW,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SG,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SH,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SI,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SJ,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SK,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SL,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SM,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SN,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SO,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SP,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SQ,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SR,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SS,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8ST,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SU,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SV,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX8SW,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DG,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DH,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DI,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DJ,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DK,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DL,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DM,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DN,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DO,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DP,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DQ,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DR,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DS,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DT,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DU,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9DV,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9EG,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9EH,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9EI,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9EJ,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9EK,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9EL,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9EM,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9EN,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9EO,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9EP,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9EQ,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9ER,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9ES,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9ET,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9EU,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9EV,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FG,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FH,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FI,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FJ,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FK,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FL,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FM,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FN,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FO,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FP,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FQ,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FR,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FS,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FT,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FU,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HAX9FV,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HFB1,questionnaire,TRUE,numeric,none,3,2035,20000,"2, 1, 9",NA
HFB10,questionnaire,TRUE,numeric,none,3,1079,20000,"1, 2, 9",NA
HFB11,questionnaire,TRUE,numeric,none,3,6074,20000,"2, 1, 9",NA
HFB11A,questionnaire,TRUE,numeric,none,3,7437,20000,"1, 9, 2",NA
HFB11B,questionnaire,TRUE,numeric,none,3,14114,20000,"1, 2, 9",NA
HFB11C,questionnaire,TRUE,numeric,none,3,13227,20000,"2, 1, 9",NA
HFB11D,questionnaire,TRUE,numeric,none,3,14115,20000,"2, 1, 9",NA
HFB11E,questionnaire,TRUE,numeric,none,3,13327,20000,"1, 9, 2",NA
HFB12,questionnaire,TRUE,numeric,none,3,10176,20000,"2, 1, 9",NA
HFB13,questionnaire,TRUE,numeric,none,3,840,20000,"2, 1, 9",NA
HFB14AB,questionnaire,TRUE,numeric,none,3,18765,20000,"1, 2, 9",NA
HFB14AC,questionnaire,TRUE,numeric,none,3,18765,20000,"2, 9, 1",NA
HFB14AD,questionnaire,TRUE,numeric,none,3,18765,20000,"1, 9, 2",NA
HFB14AE,questionnaire,TRUE,numeric,none,3,18765,20000,"2, 9, 1",NA
HFB14AF,questionnaire,TRUE,numeric,none,3,18765,20000,"2, 9, 1",NA
HFB14AG,questionnaire,TRUE,numeric,none,3,18765,20000,"2, 1, 9",NA
HFB14AI,questionnaire,TRUE,numeric,none,3,18765,20000,"2, 1, 9",NA
HFB14BA,questionnaire,TRUE,numeric,none,3,17968,20000,"2, 1, 9",NA
HFB14BB,questionnaire,TRUE,numeric,none,3,17968,20000,"1, 2, 9",NA
HFB14BC,questionnaire,TRUE,numeric,none,3,17968,20000,"2, 1, 9",NA
HFB14BD,questionnaire,TRUE,numeric,none,3,17968,20000,"2, 1, 9",NA
HFB14BE,questionnaire,TRUE,numeric,none,3,17968,20000,"2, 1, 9",NA
HFB14BF,questionnaire,TRUE,numeric,none,3,17968,20000,"2, 1, 9",NA
HFB14BG,questionnaire,TRUE,numeric,none,3,17968,20000,"2, 1, 9",NA
HFB14BH,questionnaire,TRUE,numeric,none,3,17968,20000,"2, 1, 9",NA
HFB16A,questionnaire,TRUE,numeric,none,9,18779,20000,"2, 9, 55, 7, 99",NA
HFB16B,questionnaire,TRUE,numeric,none,11,17972,20000,"55, 3, 4, 7, 11",NA
HFB17,questionnaire,TRUE,numeric,none,3,11192,20000,"2, 1, 9",NA
HFB2,questionnaire,TRUE,numeric,none,3,13652,20000,"2, 1, 9",NA
HFB3,questionnaire,TRUE,numeric,none,5,14767,20000,"4, 3, 1, 2, 9",NA
HFB4,questionnaire,TRUE,numeric,none,3,18674,20000,"1, 9, 2",NA
HFB5,questionnaire,TRUE,numeric,none,3,18677,20000,"1, 2, 9",NA
HFB6,questionnaire,TRUE,numeric,none,3,2762,20000,"1, 2, 9",NA
HFB7,questionnaire,TRUE,numeric,none,3,16430,20000,"2, 1, 9",NA
HFB8,questionnaire,TRUE,numeric,none,2,2816,20000,"2, 1",NA
HFB9,questionnaire,TRUE,numeric,none,3,19421,20000,"1, 2, 9",NA
HFC6A1,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HFC6B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HFC6B1,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HFC6C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HFC6C1,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HFC6D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HFC6D1,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HFC6E,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HFC6E1,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HFF1,questionnaire,TRUE,numeric,none,2,89,20000,"2, 1",NA
HFF2R,questionnaire,TRUE,numeric,none,7,89,20000,"0, 1, 2, 3, 6",NA
HFF3A,questionnaire,TRUE,numeric,none,34,12943,20000,"10, 5, 4, 20, 3",NA
HFF3B,questionnaire,TRUE,numeric,none,28,17406,20000,"20, 30, 10, 5, 6",NA
HFF3C,questionnaire,TRUE,numeric,none,19,19402,20000,"10, 5, 20, 2, 3",NA
HFF3D,questionnaire,TRUE,numeric,none,11,19824,20000,"10, 5, 20, 1, 6",NA
HFF3E,questionnaire,TRUE,numeric,none,8,19924,20000,"9, 6, 10, 1, 20",NA
HFF3F,questionnaire,TRUE,numeric,none,4,19960,20000,"10, 6, 15, 1",NA
HSAQUEX,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HSD010,questionnaire,TRUE,numeric,none,6,6,20000,"1, 2, 4, 3, 5",NA
HSQ470,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HSQ480,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HSQ490,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HSQ493,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HSQ496,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HSQ500,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HSQ510,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HSQ520,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HSQ571,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HSQ580,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
HSQ590,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MAPF12R,questionnaire,TRUE,numeric,none,3,13787,20000,"2, 1, 9",NA
MAPF14,questionnaire,TRUE,numeric,none,3,15490,20000,"3, 1, 2",NA
MAPF15,questionnaire,TRUE,numeric,none,5,18921,20000,"2, 4, 1, 5, 3",NA
MAPF16,questionnaire,TRUE,numeric,none,3,18811,20000,"2, 1, 9",NA
MAPF17,questionnaire,TRUE,numeric,none,2,19598,20000,"1, 2",NA
MAPF18S,questionnaire,TRUE,numeric,none,35,19598,20000,"15, 24, 16, 32, 18",NA
MAPF22,questionnaire,TRUE,numeric,none,6,14849,20000,"2, 4, 6, 1, 5",NA
MAPF32S,questionnaire,TRUE,numeric,none,69,15238,20000,"11, 132, 120, 24, 0",NA
MAPF34A,questionnaire,TRUE,numeric,none,3,17817,20000,"2, 1, 9",NA
MAPF34B,questionnaire,TRUE,numeric,none,2,19961,20000,"1, 2",NA
MAPF34CS,questionnaire,TRUE,numeric,none,17,19966,20000,"7, 11, 24, 14, 10",NA
MAPF36,questionnaire,TRUE,numeric,none,3,17646,20000,"2, 9, 1",NA
MAPF37,questionnaire,TRUE,numeric,none,3,15829,20000,"1, 2, 9",NA
MAPF39S,questionnaire,TRUE,numeric,none,68,18785,20000,"0, 216, 4, 12, 24",NA
MAPF42,questionnaire,TRUE,numeric,none,63,19654,20000,"53, 58, 50, 67, 24",NA
MAPF43S,questionnaire,TRUE,numeric,none,55,19652,20000,"156, 3, 132, 240, 12",NA
MAPF44,questionnaire,TRUE,numeric,none,29,19652,20000,"77, 5, 4, 2, 3",NA
MAPF46,questionnaire,TRUE,numeric,none,44,19876,20000,"45, 58, 41, 56, 52",NA
MAPF47S,questionnaire,TRUE,numeric,none,24,19876,20000,"24, 48, 12, 6, 0",NA
MAPF48,questionnaire,TRUE,numeric,none,10,19877,20000,"77, 2, 4, 1, 3",NA
MAPF50,questionnaire,TRUE,numeric,none,43,8081,20000,"16, 21, 15, 14, 12",NA
MAPF51,questionnaire,TRUE,numeric,none,78,8563,20000,"4, 3, 5, 80, 15",NA
MAPF53,questionnaire,TRUE,numeric,none,2,19423,20000,"1, 2",NA
MAPF54R,questionnaire,TRUE,numeric,none,78,15304,20000,"4, 80, 15, 9998, 2",NA
MAPF55,questionnaire,TRUE,numeric,none,31,15304,20000,"0, 9998, 1, 4, 2",NA
MAPF56,questionnaire,TRUE,numeric,none,26,8551,20000,"1, 2, 0, 5, 6",NA
MAPF57,questionnaire,TRUE,numeric,none,3,8539,20000,"2, 1, 9",NA
MCD093,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCD160M,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCD170M,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCD180A,questionnaire,TRUE,numeric,none,76,15838,20000,"38, 70, 18, 60, 56",NA
MCD180B,questionnaire,TRUE,numeric,none,74,19253,20000,"99999, 42, 71, 80, 37",NA
MCD180C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCD180D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCD180E,questionnaire,TRUE,numeric,none,71,19069,20000,"68, 63, 36, 77, 85",NA
MCD180F,questionnaire,TRUE,numeric,none,72,19356,20000,"90, 56, 70, 80, 39",NA
MCD180G,questionnaire,TRUE,numeric,none,69,19589,20000,"52, 64, 68, 60, 58",NA
MCD180K,questionnaire,TRUE,numeric,none,75,18918,20000,"52, 31, 16, 59, 55",NA
MCD180L,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCD180M,questionnaire,TRUE,numeric,none,75,19308,20000,"37, 56, 44, 70, 68",NA
MCD180N,questionnaire,TRUE,numeric,none,68,19432,20000,"60, 59, 74, 77, 66",NA
MCD240A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCD240B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCD240C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCD330,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ010,questionnaire,TRUE,numeric,none,3,1,20000,"2, 1, 9",NA
MCQ025,questionnaire,TRUE,numeric,none,86,18654,20000,"5, 15, 3, 29, 25",NA
MCQ035,questionnaire,TRUE,numeric,none,3,18629,20000,"2, 1, 9",NA
MCQ040,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ050,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ051,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ053,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ060,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ070,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ075,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ080,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ080E,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ082,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ083,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ084,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ086,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ090,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ092,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ100,questionnaire,TRUE,numeric,none,3,168,20000,"1, 2, 9",NA
MCQ110,questionnaire,TRUE,numeric,none,3,14592,20000,"2, 1, 9",NA
MCQ114,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ117Q,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ117U,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ120B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ120C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ120D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ140,questionnaire,TRUE,numeric,none,3,54,20000,"2, 1, 9",NA
MCQ149,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ150G,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ150Q,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ151,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ160A,questionnaire,TRUE,numeric,none,3,0,20000,"2, 1, 9",NA
MCQ160B,questionnaire,TRUE,numeric,none,3,1,20000,"2, 1, 9",NA
MCQ160C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ160D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ160E,questionnaire,TRUE,numeric,none,3,286,20000,"2, 1, 9",NA
MCQ160F,questionnaire,TRUE,numeric,none,3,1,20000,"2, 1, 9",NA
MCQ160G,questionnaire,TRUE,numeric,none,3,1,20000,"2, 1, 9",NA
MCQ160H,questionnaire,TRUE,numeric,none,3,1,20000,"2, 1, 9",NA
MCQ160J,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ160K,questionnaire,TRUE,numeric,none,3,0,20000,"2, 1, 9",NA
MCQ160L,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ160M,questionnaire,TRUE,numeric,none,3,0,20000,"2, 1, 9",NA
MCQ160N,questionnaire,TRUE,numeric,none,3,0,20000,"2, 1, 9",NA
MCQ160O,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ170H,questionnaire,TRUE,numeric,none,3,19723,20000,"9, 1, 2",NA
MCQ170K,questionnaire,TRUE,numeric,none,3,18874,20000,"9, 1, 2",NA
MCQ170L,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ170M,questionnaire,TRUE,numeric,none,3,19309,20000,"1, 2, 9",NA
MCQ180H,questionnaire,TRUE,numeric,none,58,19715,20000,"20, 56, 45, 17, 37",NA
MCQ195,questionnaire,TRUE,numeric,none,3,15772,20000,"9, 1, 2",NA
MCQ200,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ203,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ206,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ210,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ220,questionnaire,TRUE,numeric,none,3,1,20000,"2, 1, 9",NA
MCQ230A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ230B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ230C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ230D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240AA,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240BB,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240CC,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240DD,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240DK,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240E,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240F,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240G,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240H,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240I,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240J,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240K,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240L,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240M,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240N,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240O,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240P,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240Q,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240R,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240S,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240T,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240U,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240V,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240W,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240X,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240Y,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ240Z,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ245A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ245B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ250B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ250D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ250E,questionnaire,TRUE,numeric,none,3,2,20000,"2, 9, 1",NA
MCQ250F,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260AA,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260AB,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260AC,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260AD,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260AE,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260AF,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260AG,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260AH,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260AI,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260BA,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260BB,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260BC,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260BD,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260BE,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260BF,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260BG,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260BH,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260BI,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260CA,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260CB,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260CC,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260CD,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260CE,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260CF,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260CG,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260CH,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260CI,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260DA,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260DB,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260DC,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260DD,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260DE,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260DF,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260DG,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260DH,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260DI,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260EA,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260EB,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260EC,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260ED,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260EE,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260EF,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260EG,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260EH,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260EI,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260FA,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260FB,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260FC,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260FD,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260FE,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260FF,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260FG,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260FH,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260FI,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260GA,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
